# 本 snapshot 產生於 commit 482bacf（161 tests）
# 此為修復後現況基準，非跨版本永恆正確性證明。
# 產生時 §11.1 待決項為 53 項。
#
# 產生時之已知問題狀態：
#   [已修] 1. 旬空、月破顯示佔位符（L2 未接通）
#   [已修] 2. 逐爻推導全部「未有對應模板」
#   [已修] 3. 多軌頁只顯示三本、標「三家共識」
#   [已修] 4. 原文摺疊區「未提供逐字原文」
#   [已修] 5. 卦名不完整（「水雷」缺「屯」）—— L1 運算層
#   [已修] 6. 伏神 dump JSON、內部 TODO 標記洩漏
#   [已修] 7. 用神選擇疑無實際作用（L3）
#
# K／Y 僅呈現多軌材料，未把空亡、沖散或四神判語應用為效果語義。
case_index,hexagram_id,hexagram_name,lines,moving_mask,moving_positions,moving_count_expected,moving_count_actual,changed_lines_complete,hidden_count,failed_checks,placeholder_checks,exception_type,exception_message,result_class
3087,49,坤為地,000000,14,2|3|4,3,3,true,0,,,,,normal
3088,49,坤為地,000000,15,1|2|3|4,4,4,true,0,,,,,normal
3089,49,坤為地,000000,16,5,1,1,true,0,,,,,normal
3090,49,坤為地,000000,17,1|5,2,2,true,0,,,,,normal
3091,49,坤為地,000000,18,2|5,2,2,true,0,,,,,normal
3092,49,坤為地,000000,19,1|2|5,3,3,true,0,,,,,normal
3093,49,坤為地,000000,20,3|5,2,2,true,0,,,,,normal
3094,49,坤為地,000000,21,1|3|5,3,3,true,0,,,,,normal
3095,49,坤為地,000000,22,2|3|5,3,3,true,0,,,,,normal
3096,49,坤為地,000000,23,1|2|3|5,4,4,true,0,,,,,normal
3097,49,坤為地,000000,24,4|5,2,2,true,0,,,,,normal
3098,49,坤為地,000000,25,1|4|5,3,3,true,0,,,,,normal
3099,49,坤為地,000000,26,2|4|5,3,3,true,0,,,,,normal
3100,49,坤為地,000000,27,1|2|4|5,4,4,true,0,,,,,normal
3101,49,坤為地,000000,28,3|4|5,3,3,true,0,,,,,normal
3102,49,坤為地,000000,29,1|3|4|5,4,4,true,0,,,,,normal
3103,49,坤為地,000000,30,2|3|4|5,4,4,true,0,,,,,normal
3104,49,坤為地,000000,31,1|2|3|4|5,5,5,true,0,,,,,normal
3105,49,坤為地,000000,32,6,1,1,true,0,,,,,normal
3106,49,坤為地,000000,33,1|6,2,2,true,0,,,,,normal
3107,49,坤為地,000000,34,2|6,2,2,true,0,,,,,normal
3108,49,坤為地,000000,35,1|2|6,3,3,true,0,,,,,normal
3109,49,坤為地,000000,36,3|6,2,2,true,0,,,,,normal
3110,49,坤為地,000000,37,1|3|6,3,3,true,0,,,,,normal
3111,49,坤為地,000000,38,2|3|6,3,3,true,0,,,,,normal
3112,49,坤為地,000000,39,1|2|3|6,4,4,true,0,,,,,normal
3113,49,坤為地,000000,40,4|6,2,2,true,0,,,,,normal
3114,49,坤為地,000000,41,1|4|6,3,3,true,0,,,,,normal
3115,49,坤為地,000000,42,2|4|6,3,3,true,0,,,,,normal
3116,49,坤為地,000000,43,1|2|4|6,4,4,true,0,,,,,normal
3117,49,坤為地,000000,44,3|4|6,3,3,true,0,,,,,normal
3118,49,坤為地,000000,45,1|3|4|6,4,4,true,0,,,,,normal
3119,49,坤為地,000000,46,2|3|4|6,4,4,true,0,,,,,normal
3120,49,坤為地,000000,47,1|2|3|4|6,5,5,true,0,,,,,normal
3121,49,坤為地,000000,48,5|6,2,2,true,0,,,,,normal
3122,49,坤為地,000000,49,1|5|6,3,3,true,0,,,,,normal
3123,49,坤為地,000000,50,2|5|6,3,3,true,0,,,,,normal
3124,49,坤為地,000000,51,1|2|5|6,4,4,true,0,,,,,normal
3125,49,坤為地,000000,52,3|5|6,3,3,true,0,,,,,normal
3126,49,坤為地,000000,53,1|3|5|6,4,4,true,0,,,,,normal
3127,49,坤為地,000000,54,2|3|5|6,4,4,true,0,,,,,normal
3128,49,坤為地,000000,55,1|2|3|5|6,5,5,true,0,,,,,normal
3129,49,坤為地,000000,56,4|5|6,3,3,true,0,,,,,normal
3130,49,坤為地,000000,57,1|4|5|6,4,4,true,0,,,,,normal
3131,49,坤為地,000000,58,2|4|5|6,4,4,true,0,,,,,normal
3132,49,坤為地,000000,59,1|2|4|5|6,5,5,true,0,,,,,normal
3133,49,坤為地,000000,60,3|4|5|6,4,4,true,0,,,,,normal
3134,49,坤為地,000000,61,1|3|4|5|6,5,5,true,0,,,,,normal
3135,49,坤為地,000000,62,2|3|4|5|6,5,5,true,0,,,,,normal
3136,49,坤為地,000000,63,1|2|3|4|5|6,6,6,true,0,,,,,normal
3137,50,地雷復,100000,0,,0,0,true,1,,,,,normal
3138,50,地雷復,100000,1,1,1,1,true,1,,,,,normal
3139,50,地雷復,100000,2,2,1,1,true,1,,,,,normal
3140,50,地雷復,100000,3,1|2,2,2,true,1,,,,,normal
3141,50,地雷復,100000,4,3,1,1,true,1,,,,,normal
3142,50,地雷復,100000,5,1|3,2,2,true,1,,,,,normal
3143,50,地雷復,100000,6,2|3,2,2,true,1,,,,,normal
3144,50,地雷復,100000,7,1|2|3,3,3,true,1,,,,,normal
3145,50,地雷復,100000,8,4,1,1,true,1,,,,,normal
3146,50,地雷復,100000,9,1|4,2,2,true,1,,,,,normal
3147,50,地雷復,100000,10,2|4,2,2,true,1,,,,,normal
3148,50,地雷復,100000,11,1|2|4,3,3,true,1,,,,,normal
3149,50,地雷復,100000,12,3|4,2,2,true,1,,,,,normal
3150,50,地雷復,100000,13,1|3|4,3,3,true,1,,,,,normal
3151,50,地雷復,100000,14,2|3|4,3,3,true,1,,,,,normal
3152,50,地雷復,100000,15,1|2|3|4,4,4,true,1,,,,,normal
3153,50,地雷復,100000,16,5,1,1,true,1,,,,,normal
3154,50,地雷復,100000,17,1|5,2,2,true,1,,,,,normal
3155,50,地雷復,100000,18,2|5,2,2,true,1,,,,,normal
3156,50,地雷復,100000,19,1|2|5,3,3,true,1,,,,,normal
3157,50,地雷復,100000,20,3|5,2,2,true,1,,,,,normal
3158,50,地雷復,100000,21,1|3|5,3,3,true,1,,,,,normal
3159,50,地雷復,100000,22,2|3|5,3,3,true,1,,,,,normal
3160,50,地雷復,100000,23,1|2|3|5,4,4,true,1,,,,,normal
3161,50,地雷復,100000,24,4|5,2,2,true,1,,,,,normal
3162,50,地雷復,100000,25,1|4|5,3,3,true,1,,,,,normal
3163,50,地雷復,100000,26,2|4|5,3,3,true,1,,,,,normal
3164,50,地雷復,100000,27,1|2|4|5,4,4,true,1,,,,,normal
3165,50,地雷復,100000,28,3|4|5,3,3,true,1,,,,,normal
3166,50,地雷復,100000,29,1|3|4|5,4,4,true,1,,,,,normal
3167,50,地雷復,100000,30,2|3|4|5,4,4,true,1,,,,,normal
3168,50,地雷復,100000,31,1|2|3|4|5,5,5,true,1,,,,,normal
3169,50,地雷復,100000,32,6,1,1,true,1,,,,,normal
3170,50,地雷復,100000,33,1|6,2,2,true,1,,,,,normal
3171,50,地雷復,100000,34,2|6,2,2,true,1,,,,,normal
3172,50,地雷復,100000,35,1|2|6,3,3,true,1,,,,,normal
3173,50,地雷復,100000,36,3|6,2,2,true,1,,,,,normal
3174,50,地雷復,100000,37,1|3|6,3,3,true,1,,,,,normal
3175,50,地雷復,100000,38,2|3|6,3,3,true,1,,,,,normal
3176,50,地雷復,100000,39,1|2|3|6,4,4,true,1,,,,,normal
3177,50,地雷復,100000,40,4|6,2,2,true,1,,,,,normal
3178,50,地雷復,100000,41,1|4|6,3,3,true,1,,,,,normal
3179,50,地雷復,100000,42,2|4|6,3,3,true,1,,,,,normal
3180,50,地雷復,100000,43,1|2|4|6,4,4,true,1,,,,,normal
3181,50,地雷復,100000,44,3|4|6,3,3,true,1,,,,,normal
3182,50,地雷復,100000,45,1|3|4|6,4,4,true,1,,,,,normal
3183,50,地雷復,100000,46,2|3|4|6,4,4,true,1,,,,,normal
3184,50,地雷復,100000,47,1|2|3|4|6,5,5,true,1,,,,,normal
3185,50,地雷復,100000,48,5|6,2,2,true,1,,,,,normal
3186,50,地雷復,100000,49,1|5|6,3,3,true,1,,,,,normal
3187,50,地雷復,100000,50,2|5|6,3,3,true,1,,,,,normal
3188,50,地雷復,100000,51,1|2|5|6,4,4,true,1,,,,,normal
3189,50,地雷復,100000,52,3|5|6,3,3,true,1,,,,,normal
3190,50,地雷復,100000,53,1|3|5|6,4,4,true,1,,,,,normal
3191,50,地雷復,100000,54,2|3|5|6,4,4,true,1,,,,,normal
3192,50,地雷復,100000,55,1|2|3|5|6,5,5,true,1,,,,,normal
3193,50,地雷復,100000,56,4|5|6,3,3,true,1,,,,,normal
3194,50,地雷復,100000,57,1|4|5|6,4,4,true,1,,,,,normal
3195,50,地雷復,100000,58,2|4|5|6,4,4,true,1,,,,,normal
3196,50,地雷復,100000,59,1|2|4|5|6,5,5,true,1,,,,,normal
3197,50,地雷復,100000,60,3|4|5|6,4,4,true,1,,,,,normal
3198,50,地雷復,100000,61,1|3|4|5|6,5,5,true,1,,,,,normal
3199,50,地雷復,100000,62,2|3|4|5|6,5,5,true,1,,,,,normal
3200,50,地雷復,100000,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
3201,51,地澤臨,110000,0,,0,0,true,0,,,,,normal
3202,51,地澤臨,110000,1,1,1,1,true,0,,,,,normal
3203,51,地澤臨,110000,2,2,1,1,true,0,,,,,normal
3204,51,地澤臨,110000,3,1|2,2,2,true,0,,,,,normal
3205,51,地澤臨,110000,4,3,1,1,true,0,,,,,normal
3206,51,地澤臨,110000,5,1|3,2,2,true,0,,,,,normal
3207,51,地澤臨,110000,6,2|3,2,2,true,0,,,,,normal
3208,51,地澤臨,110000,7,1|2|3,3,3,true,0,,,,,normal
3209,51,地澤臨,110000,8,4,1,1,true,0,,,,,normal
3210,51,地澤臨,110000,9,1|4,2,2,true,0,,,,,normal
3211,51,地澤臨,110000,10,2|4,2,2,true,0,,,,,normal
3212,51,地澤臨,110000,11,1|2|4,3,3,true,0,,,,,normal
3213,51,地澤臨,110000,12,3|4,2,2,true,0,,,,,normal
3214,51,地澤臨,110000,13,1|3|4,3,3,true,0,,,,,normal
3215,51,地澤臨,110000,14,2|3|4,3,3,true,0,,,,,normal
3216,51,地澤臨,110000,15,1|2|3|4,4,4,true,0,,,,,normal
3217,51,地澤臨,110000,16,5,1,1,true,0,,,,,normal
3218,51,地澤臨,110000,17,1|5,2,2,true,0,,,,,normal
3219,51,地澤臨,110000,18,2|5,2,2,true,0,,,,,normal
3220,51,地澤臨,110000,19,1|2|5,3,3,true,0,,,,,normal
3221,51,地澤臨,110000,20,3|5,2,2,true,0,,,,,normal
3222,51,地澤臨,110000,21,1|3|5,3,3,true,0,,,,,normal
3223,51,地澤臨,110000,22,2|3|5,3,3,true,0,,,,,normal
3224,51,地澤臨,110000,23,1|2|3|5,4,4,true,0,,,,,normal
3225,51,地澤臨,110000,24,4|5,2,2,true,0,,,,,normal
3226,51,地澤臨,110000,25,1|4|5,3,3,true,0,,,,,normal
3227,51,地澤臨,110000,26,2|4|5,3,3,true,0,,,,,normal
3228,51,地澤臨,110000,27,1|2|4|5,4,4,true,0,,,,,normal
3229,51,地澤臨,110000,28,3|4|5,3,3,true,0,,,,,normal
3230,51,地澤臨,110000,29,1|3|4|5,4,4,true,0,,,,,normal
3231,51,地澤臨,110000,30,2|3|4|5,4,4,true,0,,,,,normal
3232,51,地澤臨,110000,31,1|2|3|4|5,5,5,true,0,,,,,normal
3233,51,地澤臨,110000,32,6,1,1,true,0,,,,,normal
3234,51,地澤臨,110000,33,1|6,2,2,true,0,,,,,normal
3235,51,地澤臨,110000,34,2|6,2,2,true,0,,,,,normal
3236,51,地澤臨,110000,35,1|2|6,3,3,true,0,,,,,normal
3237,51,地澤臨,110000,36,3|6,2,2,true,0,,,,,normal
3238,51,地澤臨,110000,37,1|3|6,3,3,true,0,,,,,normal
3239,51,地澤臨,110000,38,2|3|6,3,3,true,0,,,,,normal
3240,51,地澤臨,110000,39,1|2|3|6,4,4,true,0,,,,,normal
3241,51,地澤臨,110000,40,4|6,2,2,true,0,,,,,normal
3242,51,地澤臨,110000,41,1|4|6,3,3,true,0,,,,,normal
3243,51,地澤臨,110000,42,2|4|6,3,3,true,0,,,,,normal
3244,51,地澤臨,110000,43,1|2|4|6,4,4,true,0,,,,,normal
3245,51,地澤臨,110000,44,3|4|6,3,3,true,0,,,,,normal
3246,51,地澤臨,110000,45,1|3|4|6,4,4,true,0,,,,,normal
3247,51,地澤臨,110000,46,2|3|4|6,4,4,true,0,,,,,normal
3248,51,地澤臨,110000,47,1|2|3|4|6,5,5,true,0,,,,,normal
3249,51,地澤臨,110000,48,5|6,2,2,true,0,,,,,normal
3250,51,地澤臨,110000,49,1|5|6,3,3,true,0,,,,,normal
3251,51,地澤臨,110000,50,2|5|6,3,3,true,0,,,,,normal
3252,51,地澤臨,110000,51,1|2|5|6,4,4,true,0,,,,,normal
3253,51,地澤臨,110000,52,3|5|6,3,3,true,0,,,,,normal
3254,51,地澤臨,110000,53,1|3|5|6,4,4,true,0,,,,,normal
3255,51,地澤臨,110000,54,2|3|5|6,4,4,true,0,,,,,normal
3256,51,地澤臨,110000,55,1|2|3|5|6,5,5,true,0,,,,,normal
3257,51,地澤臨,110000,56,4|5|6,3,3,true,0,,,,,normal
3258,51,地澤臨,110000,57,1|4|5|6,4,4,true,0,,,,,normal
3259,51,地澤臨,110000,58,2|4|5|6,4,4,true,0,,,,,normal
3260,51,地澤臨,110000,59,1|2|4|5|6,5,5,true,0,,,,,normal
3261,51,地澤臨,110000,60,3|4|5|6,4,4,true,0,,,,,normal
3262,51,地澤臨,110000,61,1|3|4|5|6,5,5,true,0,,,,,normal
3263,51,地澤臨,110000,62,2|3|4|5|6,5,5,true,0,,,,,normal
3264,51,地澤臨,110000,63,1|2|3|4|5|6,6,6,true,0,,,,,normal
3265,52,地天泰,111000,0,,0,0,true,1,,,,,normal
3266,52,地天泰,111000,1,1,1,1,true,1,,,,,normal
3267,52,地天泰,111000,2,2,1,1,true,1,,,,,normal
3268,52,地天泰,111000,3,1|2,2,2,true,1,,,,,normal
3269,52,地天泰,111000,4,3,1,1,true,1,,,,,normal
3270,52,地天泰,111000,5,1|3,2,2,true,1,,,,,normal
3271,52,地天泰,111000,6,2|3,2,2,true,1,,,,,normal
3272,52,地天泰,111000,7,1|2|3,3,3,true,1,,,,,normal
3273,52,地天泰,111000,8,4,1,1,true,1,,,,,normal
3274,52,地天泰,111000,9,1|4,2,2,true,1,,,,,normal
3275,52,地天泰,111000,10,2|4,2,2,true,1,,,,,normal
3276,52,地天泰,111000,11,1|2|4,3,3,true,1,,,,,normal
3277,52,地天泰,111000,12,3|4,2,2,true,1,,,,,normal
3278,52,地天泰,111000,13,1|3|4,3,3,true,1,,,,,normal
3279,52,地天泰,111000,14,2|3|4,3,3,true,1,,,,,normal
3280,52,地天泰,111000,15,1|2|3|4,4,4,true,1,,,,,normal
3281,52,地天泰,111000,16,5,1,1,true,1,,,,,normal
3282,52,地天泰,111000,17,1|5,2,2,true,1,,,,,normal
3283,52,地天泰,111000,18,2|5,2,2,true,1,,,,,normal
3284,52,地天泰,111000,19,1|2|5,3,3,true,1,,,,,normal
3285,52,地天泰,111000,20,3|5,2,2,true,1,,,,,normal
3286,52,地天泰,111000,21,1|3|5,3,3,true,1,,,,,normal
3287,52,地天泰,111000,22,2|3|5,3,3,true,1,,,,,normal
3288,52,地天泰,111000,23,1|2|3|5,4,4,true,1,,,,,normal
3289,52,地天泰,111000,24,4|5,2,2,true,1,,,,,normal
3290,52,地天泰,111000,25,1|4|5,3,3,true,1,,,,,normal
3291,52,地天泰,111000,26,2|4|5,3,3,true,1,,,,,normal
3292,52,地天泰,111000,27,1|2|4|5,4,4,true,1,,,,,normal
3293,52,地天泰,111000,28,3|4|5,3,3,true,1,,,,,normal
3294,52,地天泰,111000,29,1|3|4|5,4,4,true,1,,,,,normal
3295,52,地天泰,111000,30,2|3|4|5,4,4,true,1,,,,,normal
3296,52,地天泰,111000,31,1|2|3|4|5,5,5,true,1,,,,,normal
3297,52,地天泰,111000,32,6,1,1,true,1,,,,,normal
3298,52,地天泰,111000,33,1|6,2,2,true,1,,,,,normal
3299,52,地天泰,111000,34,2|6,2,2,true,1,,,,,normal
3300,52,地天泰,111000,35,1|2|6,3,3,true,1,,,,,normal
3301,52,地天泰,111000,36,3|6,2,2,true,1,,,,,normal
3302,52,地天泰,111000,37,1|3|6,3,3,true,1,,,,,normal
3303,52,地天泰,111000,38,2|3|6,3,3,true,1,,,,,normal
3304,52,地天泰,111000,39,1|2|3|6,4,4,true,1,,,,,normal
3305,52,地天泰,111000,40,4|6,2,2,true,1,,,,,normal
3306,52,地天泰,111000,41,1|4|6,3,3,true,1,,,,,normal
3307,52,地天泰,111000,42,2|4|6,3,3,true,1,,,,,normal
3308,52,地天泰,111000,43,1|2|4|6,4,4,true,1,,,,,normal
3309,52,地天泰,111000,44,3|4|6,3,3,true,1,,,,,normal
3310,52,地天泰,111000,45,1|3|4|6,4,4,true,1,,,,,normal
3311,52,地天泰,111000,46,2|3|4|6,4,4,true,1,,,,,normal
3312,52,地天泰,111000,47,1|2|3|4|6,5,5,true,1,,,,,normal
3313,52,地天泰,111000,48,5|6,2,2,true,1,,,,,normal
3314,52,地天泰,111000,49,1|5|6,3,3,true,1,,,,,normal
3315,52,地天泰,111000,50,2|5|6,3,3,true,1,,,,,normal
3316,52,地天泰,111000,51,1|2|5|6,4,4,true,1,,,,,normal
3317,52,地天泰,111000,52,3|5|6,3,3,true,1,,,,,normal
3318,52,地天泰,111000,53,1|3|5|6,4,4,true,1,,,,,normal
3319,52,地天泰,111000,54,2|3|5|6,4,4,true,1,,,,,normal
3320,52,地天泰,111000,55,1|2|3|5|6,5,5,true,1,,,,,normal
3321,52,地天泰,111000,56,4|5|6,3,3,true,1,,,,,normal
3322,52,地天泰,111000,57,1|4|5|6,4,4,true,1,,,,,normal
3323,52,地天泰,111000,58,2|4|5|6,4,4,true,1,,,,,normal
3324,52,地天泰,111000,59,1|2|4|5|6,5,5,true,1,,,,,normal
3325,52,地天泰,111000,60,3|4|5|6,4,4,true,1,,,,,normal
3326,52,地天泰,111000,61,1|3|4|5|6,5,5,true,1,,,,,normal
3327,52,地天泰,111000,62,2|3|4|5|6,5,5,true,1,,,,,normal
3328,52,地天泰,111000,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
3329,53,雷天大壯,111100,0,,0,0,true,0,,,,,normal
3330,53,雷天大壯,111100,1,1,1,1,true,0,,,,,normal
3331,53,雷天大壯,111100,2,2,1,1,true,0,,,,,normal
3332,53,雷天大壯,111100,3,1|2,2,2,true,0,,,,,normal
3333,53,雷天大壯,111100,4,3,1,1,true,0,,,,,normal
3334,53,雷天大壯,111100,5,1|3,2,2,true,0,,,,,normal
3335,53,雷天大壯,111100,6,2|3,2,2,true,0,,,,,normal
3336,53,雷天大壯,111100,7,1|2|3,3,3,true,0,,,,,normal
3337,53,雷天大壯,111100,8,4,1,1,true,0,,,,,normal
3338,53,雷天大壯,111100,9,1|4,2,2,true,0,,,,,normal
3339,53,雷天大壯,111100,10,2|4,2,2,true,0,,,,,normal
3340,53,雷天大壯,111100,11,1|2|4,3,3,true,0,,,,,normal
3341,53,雷天大壯,111100,12,3|4,2,2,true,0,,,,,normal
3342,53,雷天大壯,111100,13,1|3|4,3,3,true,0,,,,,normal
3343,53,雷天大壯,111100,14,2|3|4,3,3,true,0,,,,,normal
3344,53,雷天大壯,111100,15,1|2|3|4,4,4,true,0,,,,,normal
3345,53,雷天大壯,111100,16,5,1,1,true,0,,,,,normal
3346,53,雷天大壯,111100,17,1|5,2,2,true,0,,,,,normal
3347,53,雷天大壯,111100,18,2|5,2,2,true,0,,,,,normal
3348,53,雷天大壯,111100,19,1|2|5,3,3,true,0,,,,,normal
3349,53,雷天大壯,111100,20,3|5,2,2,true,0,,,,,normal
3350,53,雷天大壯,111100,21,1|3|5,3,3,true,0,,,,,normal
3351,53,雷天大壯,111100,22,2|3|5,3,3,true,0,,,,,normal
3352,53,雷天大壯,111100,23,1|2|3|5,4,4,true,0,,,,,normal
3353,53,雷天大壯,111100,24,4|5,2,2,true,0,,,,,normal
3354,53,雷天大壯,111100,25,1|4|5,3,3,true,0,,,,,normal
3355,53,雷天大壯,111100,26,2|4|5,3,3,true,0,,,,,normal
3356,53,雷天大壯,111100,27,1|2|4|5,4,4,true,0,,,,,normal
3357,53,雷天大壯,111100,28,3|4|5,3,3,true,0,,,,,normal
3358,53,雷天大壯,111100,29,1|3|4|5,4,4,true,0,,,,,normal
3359,53,雷天大壯,111100,30,2|3|4|5,4,4,true,0,,,,,normal
3360,53,雷天大壯,111100,31,1|2|3|4|5,5,5,true,0,,,,,normal
3361,53,雷天大壯,111100,32,6,1,1,true,0,,,,,normal
3362,53,雷天大壯,111100,33,1|6,2,2,true,0,,,,,normal
3363,53,雷天大壯,111100,34,2|6,2,2,true,0,,,,,normal
3364,53,雷天大壯,111100,35,1|2|6,3,3,true,0,,,,,normal
3365,53,雷天大壯,111100,36,3|6,2,2,true,0,,,,,normal
3366,53,雷天大壯,111100,37,1|3|6,3,3,true,0,,,,,normal
3367,53,雷天大壯,111100,38,2|3|6,3,3,true,0,,,,,normal
3368,53,雷天大壯,111100,39,1|2|3|6,4,4,true,0,,,,,normal
3369,53,雷天大壯,111100,40,4|6,2,2,true,0,,,,,normal
3370,53,雷天大壯,111100,41,1|4|6,3,3,true,0,,,,,normal
3371,53,雷天大壯,111100,42,2|4|6,3,3,true,0,,,,,normal
3372,53,雷天大壯,111100,43,1|2|4|6,4,4,true,0,,,,,normal
3373,53,雷天大壯,111100,44,3|4|6,3,3,true,0,,,,,normal
3374,53,雷天大壯,111100,45,1|3|4|6,4,4,true,0,,,,,normal
3375,53,雷天大壯,111100,46,2|3|4|6,4,4,true,0,,,,,normal
3376,53,雷天大壯,111100,47,1|2|3|4|6,5,5,true,0,,,,,normal
3377,53,雷天大壯,111100,48,5|6,2,2,true,0,,,,,normal
3378,53,雷天大壯,111100,49,1|5|6,3,3,true,0,,,,,normal
3379,53,雷天大壯,111100,50,2|5|6,3,3,true,0,,,,,normal
3380,53,雷天大壯,111100,51,1|2|5|6,4,4,true,0,,,,,normal
3381,53,雷天大壯,111100,52,3|5|6,3,3,true,0,,,,,normal
3382,53,雷天大壯,111100,53,1|3|5|6,4,4,true,0,,,,,normal
3383,53,雷天大壯,111100,54,2|3|5|6,4,4,true,0,,,,,normal
3384,53,雷天大壯,111100,55,1|2|3|5|6,5,5,true,0,,,,,normal
3385,53,雷天大壯,111100,56,4|5|6,3,3,true,0,,,,,normal
3386,53,雷天大壯,111100,57,1|4|5|6,4,4,true,0,,,,,normal
3387,53,雷天大壯,111100,58,2|4|5|6,4,4,true,0,,,,,normal
3388,53,雷天大壯,111100,59,1|2|4|5|6,5,5,true,0,,,,,normal
3389,53,雷天大壯,111100,60,3|4|5|6,4,4,true,0,,,,,normal
3390,53,雷天大壯,111100,61,1|3|4|5|6,5,5,true,0,,,,,normal
3391,53,雷天大壯,111100,62,2|3|4|5|6,5,5,true,0,,,,,normal
3392,53,雷天大壯,111100,63,1|2|3|4|5|6,6,6,true,0,,,,,normal
3393,54,澤天夬,111110,0,,0,0,true,1,,,,,normal
3394,54,澤天夬,111110,1,1,1,1,true,1,,,,,normal
3395,54,澤天夬,111110,2,2,1,1,true,1,,,,,normal
3396,54,澤天夬,111110,3,1|2,2,2,true,1,,,,,normal
3397,54,澤天夬,111110,4,3,1,1,true,1,,,,,normal
3398,54,澤天夬,111110,5,1|3,2,2,true,1,,,,,normal
3399,54,澤天夬,111110,6,2|3,2,2,true,1,,,,,normal
3400,54,澤天夬,111110,7,1|2|3,3,3,true,1,,,,,normal
3401,54,澤天夬,111110,8,4,1,1,true,1,,,,,normal
3402,54,澤天夬,111110,9,1|4,2,2,true,1,,,,,normal
3403,54,澤天夬,111110,10,2|4,2,2,true,1,,,,,normal
3404,54,澤天夬,111110,11,1|2|4,3,3,true,1,,,,,normal
3405,54,澤天夬,111110,12,3|4,2,2,true,1,,,,,normal
3406,54,澤天夬,111110,13,1|3|4,3,3,true,1,,,,,normal
3407,54,澤天夬,111110,14,2|3|4,3,3,true,1,,,,,normal
3408,54,澤天夬,111110,15,1|2|3|4,4,4,true,1,,,,,normal
3409,54,澤天夬,111110,16,5,1,1,true,1,,,,,normal
3410,54,澤天夬,111110,17,1|5,2,2,true,1,,,,,normal
3411,54,澤天夬,111110,18,2|5,2,2,true,1,,,,,normal
3412,54,澤天夬,111110,19,1|2|5,3,3,true,1,,,,,normal
3413,54,澤天夬,111110,20,3|5,2,2,true,1,,,,,normal
3414,54,澤天夬,111110,21,1|3|5,3,3,true,1,,,,,normal
3415,54,澤天夬,111110,22,2|3|5,3,3,true,1,,,,,normal
3416,54,澤天夬,111110,23,1|2|3|5,4,4,true,1,,,,,normal
3417,54,澤天夬,111110,24,4|5,2,2,true,1,,,,,normal
3418,54,澤天夬,111110,25,1|4|5,3,3,true,1,,,,,normal
3419,54,澤天夬,111110,26,2|4|5,3,3,true,1,,,,,normal
3420,54,澤天夬,111110,27,1|2|4|5,4,4,true,1,,,,,normal
3421,54,澤天夬,111110,28,3|4|5,3,3,true,1,,,,,normal
3422,54,澤天夬,111110,29,1|3|4|5,4,4,true,1,,,,,normal
3423,54,澤天夬,111110,30,2|3|4|5,4,4,true,1,,,,,normal
3424,54,澤天夬,111110,31,1|2|3|4|5,5,5,true,1,,,,,normal
3425,54,澤天夬,111110,32,6,1,1,true,1,,,,,normal
3426,54,澤天夬,111110,33,1|6,2,2,true,1,,,,,normal
3427,54,澤天夬,111110,34,2|6,2,2,true,1,,,,,normal
3428,54,澤天夬,111110,35,1|2|6,3,3,true,1,,,,,normal
3429,54,澤天夬,111110,36,3|6,2,2,true,1,,,,,normal
3430,54,澤天夬,111110,37,1|3|6,3,3,true,1,,,,,normal
3431,54,澤天夬,111110,38,2|3|6,3,3,true,1,,,,,normal
3432,54,澤天夬,111110,39,1|2|3|6,4,4,true,1,,,,,normal
3433,54,澤天夬,111110,40,4|6,2,2,true,1,,,,,normal
3434,54,澤天夬,111110,41,1|4|6,3,3,true,1,,,,,normal
3435,54,澤天夬,111110,42,2|4|6,3,3,true,1,,,,,normal
3436,54,澤天夬,111110,43,1|2|4|6,4,4,true,1,,,,,normal
3437,54,澤天夬,111110,44,3|4|6,3,3,true,1,,,,,normal
3438,54,澤天夬,111110,45,1|3|4|6,4,4,true,1,,,,,normal
3439,54,澤天夬,111110,46,2|3|4|6,4,4,true,1,,,,,normal
3440,54,澤天夬,111110,47,1|2|3|4|6,5,5,true,1,,,,,normal
3441,54,澤天夬,111110,48,5|6,2,2,true,1,,,,,normal
3442,54,澤天夬,111110,49,1|5|6,3,3,true,1,,,,,normal
3443,54,澤天夬,111110,50,2|5|6,3,3,true,1,,,,,normal
3444,54,澤天夬,111110,51,1|2|5|6,4,4,true,1,,,,,normal
3445,54,澤天夬,111110,52,3|5|6,3,3,true,1,,,,,normal
3446,54,澤天夬,111110,53,1|3|5|6,4,4,true,1,,,,,normal
3447,54,澤天夬,111110,54,2|3|5|6,4,4,true,1,,,,,normal
3448,54,澤天夬,111110,55,1|2|3|5|6,5,5,true,1,,,,,normal
3449,54,澤天夬,111110,56,4|5|6,3,3,true,1,,,,,normal
3450,54,澤天夬,111110,57,1|4|5|6,4,4,true,1,,,,,normal
3451,54,澤天夬,111110,58,2|4|5|6,4,4,true,1,,,,,normal
3452,54,澤天夬,111110,59,1|2|4|5|6,5,5,true,1,,,,,normal
3453,54,澤天夬,111110,60,3|4|5|6,4,4,true,1,,,,,normal
3454,54,澤天夬,111110,61,1|3|4|5|6,5,5,true,1,,,,,normal
