# 本 snapshot 產生於 commit 13eb522（125 tests）
# 此為現況基準，非正確基準。
#
# 產生時之已知問題狀態：
#   [已修] 1. 旬空、月破顯示佔位符（L2 未接通）
#   [已修] 2. 逐爻推導全部「未有對應模板」
#   [已修] 3. 多軌頁只顯示三本、標「三家共識」
#   [已修] 4. 原文摺疊區「未提供逐字原文」
#   [未修] 5. 卦名不完整（「水雷」缺「屯」）—— L1 運算層
#   [未修] 6. 伏神 dump JSON、內部 TODO 標記洩漏
#   [未修] 7. 用神選擇疑無實際作用（L3）
#
# 修復 5–7 後須重新產生 snapshot 並更新本檔頭。
case_index,sample_id,hexagram_id,hexagram_name,palace,moving_pattern,moving_positions,month_branch,day_ganzhi,yongshen,visible_candidates,hidden_candidate_count,selected_line,is_yongshen_positions,yuanshen_positions,jishen_positions,choushen_positions,c1_condition,c15_condition,c1_track_count,c15_track_count,track_originals_nonempty,output_signature,output_json,equal_to_choices,template_missing_lines,template_missing_contexts,failed_checks,placeholder_checks,exception_type,exception_message,result_class
989,巽:one_line_1,33,巽為風,巽,one_line_1,1,申,壬申,兄弟,6,0,6,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9609af1bc8f904e2ea4ab019a1bb2c1e051fd016194af187e2499c40625904d5,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":6,""visible_candidates"":[6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
990,巽:one_line_1,33,巽為風,巽,one_line_1,1,申,壬申,世應,3|6,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",6047d668b50cf46747b293f38ee9cd0b17feaaeee3c215e6e27cd7c15fdc7db9,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[3,6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
991,巽:one_line_1,33,巽為風,巽,one_line_1,1,酉,癸酉,父母,2,0,2,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",25d023c6cf1be8eaf1a9f14fc471fab1abc428f783164a11842fab4dae4b65b0,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":2,""visible_candidates"":[2],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
992,巽:one_line_1,33,巽為風,巽,one_line_1,1,酉,癸酉,官鬼,3,0,3,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",1d536391928bcc879061fd6a6db014bfdcef51fe7949c59d29bd0bdda80dc36d,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":3,""visible_candidates"":[3],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
993,巽:one_line_1,33,巽為風,巽,one_line_1,1,酉,癸酉,妻財,1|4,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9f93edde3b4c026a31aa1a547885789d319dc2f37ac4afe061670b124aaab771,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[1,4],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
994,巽:one_line_1,33,巽為風,巽,one_line_1,1,酉,癸酉,子孫,5,0,5,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",95dc5dcd2c75bb1aba852b2e60ee9e45612672a8e85e095ffdf0a06a50d67974,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":5,""visible_candidates"":[5],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
995,巽:one_line_1,33,巽為風,巽,one_line_1,1,酉,癸酉,兄弟,6,0,6,,null,null,null,,靜爻遇沖,0,8,"{""C1"":null,""C15"":true}",dfd29ba0f8d003b3f18392eebb44c6b3494db59df3c324a1d5d44940ccafee35,"{""c15_condition"":""靜爻遇沖"",""c15_originals_nonempty"":true,""c15_track_count"":8,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":6,""visible_candidates"":[6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
996,巽:one_line_1,33,巽為風,巽,one_line_1,1,酉,癸酉,世應,3|6,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",6047d668b50cf46747b293f38ee9cd0b17feaaeee3c215e6e27cd7c15fdc7db9,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[3,6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
997,巽:one_line_1,33,巽為風,巽,one_line_1,1,戌,甲戌,父母,2,0,2,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",25d023c6cf1be8eaf1a9f14fc471fab1abc428f783164a11842fab4dae4b65b0,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":2,""visible_candidates"":[2],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
998,巽:one_line_1,33,巽為風,巽,one_line_1,1,戌,甲戌,官鬼,3,0,3,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",1d536391928bcc879061fd6a6db014bfdcef51fe7949c59d29bd0bdda80dc36d,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":3,""visible_candidates"":[3],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
999,巽:one_line_1,33,巽為風,巽,one_line_1,1,戌,甲戌,妻財,1|4,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9f93edde3b4c026a31aa1a547885789d319dc2f37ac4afe061670b124aaab771,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[1,4],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1000,巽:one_line_1,33,巽為風,巽,one_line_1,1,戌,甲戌,子孫,5,0,5,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",95dc5dcd2c75bb1aba852b2e60ee9e45612672a8e85e095ffdf0a06a50d67974,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":5,""visible_candidates"":[5],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1001,巽:one_line_1,33,巽為風,巽,one_line_1,1,戌,甲戌,兄弟,6,0,6,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9609af1bc8f904e2ea4ab019a1bb2c1e051fd016194af187e2499c40625904d5,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":6,""visible_candidates"":[6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1002,巽:one_line_1,33,巽為風,巽,one_line_1,1,戌,甲戌,世應,3|6,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",6047d668b50cf46747b293f38ee9cd0b17feaaeee3c215e6e27cd7c15fdc7db9,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[3,6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1003,巽:one_line_1,33,巽為風,巽,one_line_1,1,亥,乙亥,父母,2,0,2,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",25d023c6cf1be8eaf1a9f14fc471fab1abc428f783164a11842fab4dae4b65b0,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":2,""visible_candidates"":[2],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1004,巽:one_line_1,33,巽為風,巽,one_line_1,1,亥,乙亥,官鬼,3,0,3,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",1d536391928bcc879061fd6a6db014bfdcef51fe7949c59d29bd0bdda80dc36d,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":3,""visible_candidates"":[3],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1005,巽:one_line_1,33,巽為風,巽,one_line_1,1,亥,乙亥,妻財,1|4,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9f93edde3b4c026a31aa1a547885789d319dc2f37ac4afe061670b124aaab771,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[1,4],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1006,巽:one_line_1,33,巽為風,巽,one_line_1,1,亥,乙亥,子孫,5,0,5,,null,null,null,,靜爻遇沖,0,8,"{""C1"":null,""C15"":true}",0991dd79919c4e1a9628a5ef33efedc12c857550a370c9cedbf36c8f3c148be9,"{""c15_condition"":""靜爻遇沖"",""c15_originals_nonempty"":true,""c15_track_count"":8,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":5,""visible_candidates"":[5],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1007,巽:one_line_1,33,巽為風,巽,one_line_1,1,亥,乙亥,兄弟,6,0,6,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9609af1bc8f904e2ea4ab019a1bb2c1e051fd016194af187e2499c40625904d5,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":6,""visible_candidates"":[6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1008,巽:one_line_1,33,巽為風,巽,one_line_1,1,亥,乙亥,世應,3|6,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",6047d668b50cf46747b293f38ee9cd0b17feaaeee3c215e6e27cd7c15fdc7db9,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[3,6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1009,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,子,甲子,父母,2,0,2,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",25d023c6cf1be8eaf1a9f14fc471fab1abc428f783164a11842fab4dae4b65b0,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":2,""visible_candidates"":[2],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1010,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,子,甲子,官鬼,3,0,3,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",1d536391928bcc879061fd6a6db014bfdcef51fe7949c59d29bd0bdda80dc36d,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":3,""visible_candidates"":[3],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1011,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,子,甲子,妻財,1|4,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9f93edde3b4c026a31aa1a547885789d319dc2f37ac4afe061670b124aaab771,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[1,4],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1012,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,子,甲子,子孫,5,0,5,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",95dc5dcd2c75bb1aba852b2e60ee9e45612672a8e85e095ffdf0a06a50d67974,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":5,""visible_candidates"":[5],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1013,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,子,甲子,兄弟,6,0,6,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9609af1bc8f904e2ea4ab019a1bb2c1e051fd016194af187e2499c40625904d5,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":6,""visible_candidates"":[6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1014,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,子,甲子,世應,3|6,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",6047d668b50cf46747b293f38ee9cd0b17feaaeee3c215e6e27cd7c15fdc7db9,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[3,6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1015,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,丑,乙丑,父母,2,0,2,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",25d023c6cf1be8eaf1a9f14fc471fab1abc428f783164a11842fab4dae4b65b0,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":2,""visible_candidates"":[2],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1016,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,丑,乙丑,官鬼,3,0,3,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",1d536391928bcc879061fd6a6db014bfdcef51fe7949c59d29bd0bdda80dc36d,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":3,""visible_candidates"":[3],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1017,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,丑,乙丑,妻財,1|4,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9f93edde3b4c026a31aa1a547885789d319dc2f37ac4afe061670b124aaab771,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[1,4],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1018,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,丑,乙丑,子孫,5,0,5,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",95dc5dcd2c75bb1aba852b2e60ee9e45612672a8e85e095ffdf0a06a50d67974,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":5,""visible_candidates"":[5],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1019,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,丑,乙丑,兄弟,6,0,6,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9609af1bc8f904e2ea4ab019a1bb2c1e051fd016194af187e2499c40625904d5,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":6,""visible_candidates"":[6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1020,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,丑,乙丑,世應,3|6,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",6047d668b50cf46747b293f38ee9cd0b17feaaeee3c215e6e27cd7c15fdc7db9,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[3,6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1021,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,寅,丙寅,父母,2,0,2,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",25d023c6cf1be8eaf1a9f14fc471fab1abc428f783164a11842fab4dae4b65b0,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":2,""visible_candidates"":[2],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1022,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,寅,丙寅,官鬼,3,0,3,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",1d536391928bcc879061fd6a6db014bfdcef51fe7949c59d29bd0bdda80dc36d,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":3,""visible_candidates"":[3],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1023,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,寅,丙寅,妻財,1|4,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9f93edde3b4c026a31aa1a547885789d319dc2f37ac4afe061670b124aaab771,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[1,4],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
1024,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,寅,丙寅,子孫,5,0,5,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",95dc5dcd2c75bb1aba852b2e60ee9e45612672a8e85e095ffdf0a06a50d67974,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":5,""visible_candidates"":[5],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1025,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,寅,丙寅,兄弟,6,0,6,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",9609af1bc8f904e2ea4ab019a1bb2c1e051fd016194af187e2499c40625904d5,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":6,""visible_candidates"":[6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions|no_explicit_no_condition_result,,,,check_failed
1026,巽:three_lines_1_3_5,33,巽為風,巽,three_lines_1_3_5,1|3|5,寅,丙寅,世應,3|6,0,,,null,null,null,,,0,0,"{""C1"":null,""C15"":null}",6047d668b50cf46747b293f38ee9cd0b17feaaeee3c215e6e27cd7c15fdc7db9,"{""c15_condition"":null,""c15_originals_nonempty"":null,""c15_track_count"":0,""c1_condition"":null,""c1_originals_nonempty"":null,""c1_track_count"":0,""choushen_positions"":null,""hidden_candidate_count"":0,""is_yongshen_positions"":[],""jishen_positions"":null,""selected_line"":null,""visible_candidates"":[3,6],""yuanshen_positions"":null}",,,,missing_is_yongshen_marker|missing_yuanshen_positions|missing_jishen_positions|missing_choushen_positions,,,,check_failed
